id,y_true,y_pred,absolute_error
1735593993.185819,184.0,165.48778814485598,18.512211855144017
1735593998.232417,61.0,114.23541271146016,53.23541271146016
1735594003.275905,208.0,230.2619844126803,22.261984412680306
1735594008.303209,124.0,135.67845383135568,11.678453831355682
1735594013.342831,166.0,211.75723036152326,45.757230361523256
1735594018.389491,97.0,110.07273590446452,13.072735904464523
1735594023.422117,77.0,61.99822774926005,15.001772250739947
1735594028.452694,81.0,143.49771798721363,62.49771798721363
1735594033.48574,190.0,173.25293019933895,16.747069800661052
1735594038.513014,60.0,117.99524599044125,57.99524599044125
1735594043.544586,75.0,68.07109214879472,6.928907851205281
1735594048.590229,178.0,190.33862547261316,12.33862547261316
1735594053.642638,77.0,61.99822774926005,15.001772250739947
1735594058.696782,58.0,165.09471401739233,107.09471401739233
1735594063.757138,110.0,163.0157804598917,53.01578045989169
1735594068.800315,134.0,73.03217181464241,60.96782818535759
1735594073.82892,94.0,158.3490236300328,64.3490236300328
1735594078.856526,129.0,106.83685612017888,22.16314387982112
1735594083.897578,232.0,189.19499969251876,42.80500030748124
1735594088.92482,88.0,95.06218626579104,7.062186265791041
1735594093.95282,178.0,163.36792373220544,14.63207626779456
1735594098.984818,111.0,171.80327594438552,60.80327594438552
1735594104.011794,87.0,112.82246612771675,25.82246612771675
1735594109.042908,69.0,100.66339134964326,31.663391349643263
1735594114.092019,202.0,192.0710798651897,9.928920134810312
1735594119.114477,73.0,152.38094687603638,79.38094687603638
1735594124.142948,272.0,192.32195136984916,79.67804863015084
1735594129.166076,214.0,133.615306319189,80.38469368081101
1735594134.194074,147.0,174.89153227991525,27.891532279915253
1735594139.227794,191.0,193.3160440937124,2.3160440937124065
1735594144.284173,111.0,106.90170583652417,4.098294163475828
1735594149.329964,58.0,165.09471401739233,107.09471401739233
1735594154.36407,263.0,183.49694638742022,79.50305361257978
1735594159.401027,243.0,249.89768596993005,6.897685969930052
1735594178.601764,64.0,119.48384406500097,55.483844065000966
1735594183.642028,60.0,80.48114670482335,20.481146704823345
1735594188.68057,107.0,113.03465398619905,6.0346539861990465
1735594193.724838,52.0,174.51021586431253,122.51021586431253
1735594198.770353,230.0,284.13968072574926,54.13968072574926
1735594203.800111,173.0,218.17956586383505,45.17956586383505
1735594208.855405,245.0,164.33852432326026,80.66147567673974
1735594213.904791,63.0,58.62119358326706,4.378806416732942
1735594218.939518,216.0,170.65576194574703,45.34423805425297
1735594223.969881,109.0,108.54802746526389,0.45197253473611454
1735594229.006951,52.0,63.272209632486906,11.272209632486906
1735594234.059487,160.0,114.83926457785543,45.16073542214457
1735594239.118004,63.0,58.62119358326706,4.378806416732942
1735594244.196674,164.0,182.64669448014072,18.646694480140724
1735594249.249193,262.0,179.7516611004495,82.2483388995505
1735594254.288653,263.0,183.49694638742022,79.50305361257978
1735594259.343903,40.0,136.2340653108199,96.23406531081989
1735594264.379891,69.0,100.66339134964326,31.663391349643263
1735594269.419428,178.0,121.99979950821111,56.00020049178889
1735594274.457194,132.0,121.22650413525088,10.773495864749123
1735594279.494165,75.0,73.14153913173813,1.8584608682618722
1735594284.536727,275.0,214.02865025276205,60.97134974723795
1735594289.560099,302.0,150.64745096956335,151.35254903043665
1735594294.581989,243.0,249.89768596993005,6.897685969930052
1735594299.608611,262.0,179.7516611004495,82.2483388995505
1735594304.644811,102.0,106.92918500252972,4.929185002529721
1735594309.695501,152.0,220.20374610563522,68.20374610563522
1735594314.74297,182.0,147.74770463570542,34.25229536429458
1735594319.793481,242.0,171.26952877957942,70.73047122042058
1735594324.833847,202.0,212.28737912830763,10.287379128307634
1735594329.886953,91.0,180.67218665367162,89.67218665367162
1735594334.929022,63.0,58.62119358326706,4.378806416732942
1735594339.968773,88.0,104.57638949869413,16.576389498694127
1735594345.001812,64.0,116.58158338760444,52.58158338760444
1735594350.030549,96.0,61.073899384171284,34.926100615828716
1735594355.058226,113.0,157.03329164468582,44.03329164468582
1735594360.09425,249.0,210.08705555805898,38.91294444194102
1735594365.131392,185.0,158.36452405128574,26.63547594871426
1735594370.169542,197.0,150.50948202984713,46.490517970152865
1735594375.218411,270.0,291.00209870551987,21.00209870551987
1735594380.252956,288.0,209.09168695805238,78.90831304194762
1735594385.285807,107.0,113.03465398619905,6.0346539861990465
1735594390.324001,39.0,58.4686736724457,19.468673672445703
1735594395.379888,264.0,244.30072899532888,19.699271004671118
1735594400.423731,129.0,190.14593543639543,61.14593543639543
1735594405.452884,263.0,183.49694638742022,79.50305361257978
1735594410.480861,104.0,38.09508863254196,65.90491136745804
1735594415.505533,182.0,118.06323326559342,63.936766734406575
1735594420.538554,101.0,97.07561936586629,3.924380634133712
1735594425.574944,53.0,99.06198406680252,46.06198406680252
1735594430.609678,172.0,144.36900640484606,27.63099359515394
1735594435.647928,141.0,176.8822723504105,35.88227235041049
1735594440.69317,178.0,128.04834082390533,49.951659176094665
1735594445.714729,264.0,244.30072899532888,19.699271004671118
1735594450.734851,311.0,174.82795264879474,136.17204735120526
1735594455.773066,111.0,106.90170583652417,4.098294163475828
1735594460.833699,137.0,197.4742725361748,60.474272536174794
1735594465.869406,189.0,204.06083656673704,15.060836566737038
1735594470.911511,53.0,82.17314606462564,29.17314606462564
1735594475.937315,91.0,180.67218665367162,89.67218665367162
1735594480.972078,90.0,107.40791224077631,17.407912240776312
1735594486.018635,142.0,109.49622651124143,32.50377348875857
1735594491.056948,249.0,210.08705555805898,38.91294444194102
1735594496.092118,166.0,211.75723036152326,45.757230361523256
1735594501.121672,90.0,143.05621637777142,53.05621637777142
1735594506.148414,258.0,234.58534354544747,23.414656454552528
1735594511.174308,70.0,174.7208351872619,104.72083518726191
1735594516.205561,170.0,134.57861970761707,35.421380292382935
1735594521.231988,134.0,153.0424004672249,19.042400467224894
1735594526.264123,270.0,291.00209870551987,21.00209870551987
1735594531.291491,158.0,69.8431832468639,88.1568167531361
1735594536.318049,135.0,103.56520878091511,31.434791219084886
1735594541.343773,178.0,128.04834082390533,49.951659176094665
1735594546.379227,206.0,166.91487055437787,39.08512944562213
1735594551.419245,84.0,124.0216062050591,40.0216062050591
1735594556.471085,173.0,218.17956586383505,45.17956586383505
1735594561.518378,178.0,128.04834082390533,49.951659176094665
1735594566.566712,292.0,195.91816334725578,96.08183665274422
1735594571.623384,100.0,153.4804155188536,53.48041551885359
1735594576.670682,225.0,169.5568762854548,55.44312371454521
1735594593.76367,94.0,100.70827185407569,6.70827185407569
1735594598.804202,156.0,159.93706843463852,3.937068434638519
1735594603.857756,200.0,179.15539665935964,20.84460334064036
1735594608.914947,152.0,220.20374610563522,68.20374610563522
1735594613.964634,141.0,154.60020867217975,13.600208672179747
1735594619.017227,230.0,139.54441925319114,90.45558074680886
1735594624.06132,178.0,128.04834082390533,49.951659176094665
1735594629.103509,52.0,174.51021586431253,122.51021586431253
1735594634.14511,84.0,174.7880372129362,90.78803721293619
1735594639.198779,131.0,197.04595872817097,66.04595872817097
1735594644.249155,202.0,142.3109206622482,59.68907933775179
1735594649.286106,214.0,133.615306319189,80.38469368081101
1735594654.327907,161.0,187.8754912248215,26.875491224821502
1735594659.38029,137.0,197.4742725361748,60.474272536174794
1735594664.414877,262.0,160.41741938199718,101.58258061800282
1735594669.461669,77.0,77.25157679390554,0.2515767939055422
1735594674.494573,84.0,174.7880372129362,90.78803721293619
1735594679.535218,202.0,212.28737912830763,10.287379128307634
1735594684.588199,109.0,108.54802746526389,0.45197253473611454
1735594689.634054,40.0,136.2340653108199,96.23406531081989
1735594694.683685,115.0,92.68775339240395,22.31224660759605
1735594699.740386,120.0,162.60032245893692,42.600322458936915
1735594704.799753,190.0,142.60327729012226,47.396722709877736
1735594709.834085,173.0,218.17956586383505,45.17956586383505
1735594714.873932,168.0,142.21016842584348,25.789831574156523
1735594719.913668,199.0,111.81820897916504,87.18179102083496
1735594724.94733,200.0,77.05659193974893,122.94340806025107
1735594729.986556,65.0,53.72923884480225,11.270761155197746
1735594735.022919,37.0,80.11184913638411,43.11184913638411
1735594740.060323,232.0,230.14173331652196,1.8582666834780355
1735594745.108488,84.0,174.7880372129362,90.78803721293619
1735594750.161543,245.0,164.33852432326026,80.66147567673974
1735594755.194726,154.0,159.34185386962795,5.341853869627954
1735594760.226375,84.0,124.0216062050591,40.0216062050591
1735594765.261052,200.0,151.24730648245344,48.75269351754656
1735594770.318214,116.0,45.00931180037145,70.99068819962855
1735594775.349308,131.0,129.05329822369725,1.9467017763027457
1735594780.381051,306.0,249.1507407188866,56.849259281113405
1735594785.410478,270.0,236.71124237224717,33.28875762775283
1735594790.439313,45.0,34.891630978604084,10.108369021395916
1735594795.469889,317.0,230.559465946703,86.440534053297
1735594800.501132,189.0,204.06083656673704,15.060836566737038
1735594805.528843,96.0,86.33044134124418,9.669558658755818
1735594810.562316,178.0,193.01767569490363,15.01767569490363
1735594815.609639,296.0,221.3401360542984,74.6598639457016
1735594820.651407,52.0,207.82684441150116,155.82684441150116
1735594825.683301,65.0,78.37324361170708,13.373243611707082
1735594830.711871,70.0,174.7208351872619,104.72083518726191
1735594835.736226,131.0,197.04595872817097,66.04595872817097
1735594840.764863,111.0,171.80327594438552,60.80327594438552
1735594845.799437,109.0,108.54802746526389,0.45197253473611454
1735594850.8263,85.0,179.09310043820554,94.09310043820554
1735594855.871561,281.0,253.30735119625587,27.692648803744135
1735594860.916165,91.0,180.67218665367162,89.67218665367162
1735594865.955649,60.0,80.48114670482335,20.481146704823345
1735594871.002259,292.0,200.65977198521878,91.34022801478122
1735594876.044579,129.0,190.14593543639543,61.14593543639543
1735594896.254263,113.0,157.03329164468582,44.03329164468582
1735594901.297634,75.0,73.14153913173813,1.8584608682618722
1735594906.350644,241.0,191.89112987172945,49.10887012827055
1735594911.392189,198.0,206.7589795310343,8.7589795310343
1735594916.426895,49.0,98.58167682957607,49.58167682957607
1735594921.463231,180.0,219.35145025161313,39.35145025161313
1735594926.501899,70.0,59.373708463489805,10.626291536510195
1735594931.54384,75.0,68.07109214879472,6.928907851205281
1735594936.589231,214.0,122.10329364604544,91.89670635395456
1735594941.622994,166.0,211.75723036152326,45.757230361523256
1735594946.65788,51.0,83.06700705458265,32.067007054582646
1735594951.687327,139.0,177.5025536482221,38.50255364822209
1735594956.711798,77.0,77.25157679390554,0.2515767939055422
1735594961.743983,102.0,111.44927557408718,9.449275574087181
1735594966.79355,68.0,120.33395775259488,52.333957752594884
1735594971.831853,236.0,230.5772242337341,5.422775766265886
1735594976.872788,88.0,104.57638949869413,16.576389498694127
1735594981.904725,200.0,156.57687377662785,43.42312622337215
1735594986.94493,281.0,253.30735119625587,27.692648803744135
1735594991.986857,178.0,163.36792373220544,14.63207626779456
1735594997.03206,48.0,73.91027256015678,25.910272560156784
1735595002.083194,177.0,119.15634476346727,57.843655236532726
1735595007.135297,50.0,140.45908566353486,90.45908566353486
1735595012.174435,68.0,120.33395775259488,52.333957752594884
1735595017.211316,178.0,190.33862547261316,12.33862547261316
1735595022.251418,317.0,230.559465946703,86.440534053297
